0.2184109539,0.1140998006,0.2077920288,0.2035970688,0.2057485729,0.1358162612,0.140321061,0.1210740656,0.3408938348,0.2398464382,0.1833866239,0.0581942312,0.1904928386,0.212760359,0.2043282092,0.092739,0.058633,0.2218,0.1677,0.048547,0.25543,0.19296,0.24548,0.12928,0.48095,0.14554,0.1897,0.42529,0.27834,0.11511,0
0.2319712192,0.1031642407,0.2002819031,0.1998708099,0.2013397217,0.1110269353,0.1032724008,0.1050669774,0.2600762546,0.216510579,0.1745971143,0.0525663756,0.1709119976,0.1987813711,0.2265456319,0.12563,0.041203,0.091052,0.1252,0.052865,0.23372,0.22575,0.2275,0.10944,0.39642,0.24285,0.14971,0.22697,0.31914,0.17572,0
0.1634852439,0.1181218326,0.1445855796,0.1508955061,0.1398470104,0.0897018313,0.1103763506,0.082802102,0.2656305432,0.2340937406,0.1833177358,0.0729305744,0.1982991695,0.1841346025,0.2462771684,0.090636,0.048463,0.24261,0.17431,0.071625,0.081821,0.097015,0.07331,0.031877,0.40435,0.084903,0.069451,0.18956,0.17445,0.14883,0
0.1866119653,0.1595261842,0.1639412344,0.1589690149,0.1161094904,0.0750010386,0.1003082469,0.0830726251,0.2576664686,0.189623639,0.1969343275,0.1206114069,0.2183700353,0.1854050606,0.244283691,0.01988,0.032223,0.19216,0.26493,0.030478,0.19104,0.28758,0.16958,0.08865,0.17064,0.018337,0.037183,0.14654,0.083185,0.043618,0
0.1716087461,0.1274441779,0.1477201879,0.1552492827,0.1571169347,0.0812834278,0.0857706219,0.0732181892,0.2368776202,0.2202215791,0.1762489825,0.0861334577,0.1811751425,0.1851112545,0.2608810663,0.10671,0.038421,0.079803,0.25128,0.058289,0.036784,0.26493,0.034115,0.014009,0.38652,0.10518,0.053557,0.059767,0.30357,0.12495,0
0.2127126008,0.1242342517,0.1955521107,0.1931940168,0.1784520298,0.1118582934,0.1161219105,0.1015487835,0.3159078658,0.2181402594,0.1760892868,0.0583168231,0.1816763431,0.2033091336,0.2028369755,0.09026,0.056988,0.074758,0.090026,0.052762,0.2074,0.23134,0.19657,0.09767,0.51661,0.1827,0.24249,0.20093,0.233,0.18346,0
0.2193010449,0.288572073,0.1987688839,0.206468001,0.2190501094,0.1532963663,0.1482917666,0.1271701157,0.4179908335,0.2310434878,0.1927281767,0.0902261809,0.1778621972,0.2064923495,0.1815244406,0.086881,0.051246,0.19608,0.12,0.036662,0.25685,0.52772,0.24199,0.12623,0.29737,0.13953,0.18106,0.42316,0.25744,0.09268,0
0.215327099,0.149999246,0.1788474172,0.171653688,0.1363290548,0.0733990148,0.0837027133,0.0833917037,0.2123596072,0.1783858836,0.189903751,0.1179647297,0.1994479001,0.1830746979,0.2611515522,0.056373,0.027796,0.1098,0.22764,0.030202,0.17965,0.36514,0.16221,0.081424,0.24652,0.057106,0.042703,0.10055,0.1711,0.069461,0
0.1916763335,0.1510967463,0.1785945892,0.1778482497,0.1510425955,0.1045239046,0.1245305762,0.0980911553,0.3309793472,0.2178593427,0.1861602813,0.072394155,0.1980800182,0.1994107515,0.2036519945,0.071484,0.025545,0.11983,0.075533,0.057218,0.23977,0.29771,0.22745,0.11588,0.24916,0.12701,0.082514,0.27314,0.15395,0.16535,0
0.2036990672,0.1292808056,0.1788933724,0.1737491488,0.139174059,0.083749041,0.0973076001,0.0870904922,0.260278672,0.1943790764,0.1845060289,0.0872930586,0.1982237548,0.1908550859,0.2332875729,0.046024,0.031413,0.1207,0.16995,0.060121,0.18392,0.24813,0.16565,0.084054,0.28548,0.05993,0.072139,0.192,0.24049,0.12489,0
